Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/U0/net_slot_0_axis_tdata[15:0],design_1_i/system_ila_0/U0/net_slot_0_axis_tvalid,design_1_i/system_ila_0/U0/net_slot_0_axis_tready,design_1_i/system_ila_0/U0/net_slot_0_axis_tlast,design_1_i/system_ila_0/U0/net_slot_1_axis_tdata[15:0],design_1_i/system_ila_0/U0/net_slot_1_axis_tkeep[1:0],design_1_i/system_ila_0/U0/net_slot_1_axis_tvalid,design_1_i/system_ila_0/U0/net_slot_1_axis_tready,design_1_i/system_ila_0/U0/net_slot_1_axis_tlast,Interface_(i1:s0)_(AXI_wrap_0_M_AXIS)[2:0],Interface_(i1:s1)_(axi_dma_0_M_AXIS_MM2S)[2:0],T_Channel_(i1:s0)_(AXI_wrap_0_M_AXIS)[2:0],T_Channel_(i1:s1)_(axi_dma_0_M_AXIS_MM2S)[2:0]
792,792,0,24264,1,1,0,23023,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
793,793,0,27422,1,1,0,30444,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
794,794,0,28892,1,1,0,21299,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
795,795,0,29163,1,1,0,23463,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
796,796,0,29568,1,1,0,29258,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
797,797,0,29075,1,1,0,25436,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
798,798,0,28961,1,1,0,29317,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
799,799,0,27695,1,1,0,22863,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
800,800,0,28718,1,1,0,29118,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
801,801,0,30732,1,1,0,27290,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
802,802,0,27579,1,1,0,28453,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
803,803,0,27992,1,1,0,38147,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
804,804,0,28347,1,1,0,34362,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
805,805,0,27216,1,1,0,35338,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
806,806,0,26838,1,1,0,32067,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
807,807,0,27488,1,1,0,36390,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
808,808,0,27107,1,1,0,44471,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
809,809,0,27155,1,1,0,40714,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
810,810,0,28349,1,1,0,40474,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
811,811,0,29218,1,1,0,49693,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
812,812,0,28882,1,1,0,39006,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
813,813,0,29059,1,1,0,28654,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
814,814,0,29164,1,1,0,22088,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
815,815,0,28507,1,1,0,23519,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
816,816,0,27948,1,1,0,29380,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
817,817,0,26719,1,1,0,20396,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
818,818,0,25427,1,1,0,22149,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
819,819,0,26695,1,1,0,26228,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
820,820,0,26166,1,1,0,30560,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
821,821,0,30941,1,1,0,34513,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
822,822,0,33888,1,1,0,42008,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
823,823,0,34365,1,1,0,35345,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
824,824,0,35649,1,1,0,33385,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
825,825,0,37296,1,1,0,41257,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
826,826,0,33468,1,1,0,31638,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
827,827,0,34344,1,1,0,38909,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
828,828,0,32513,1,1,0,29482,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
829,829,0,34042,1,1,0,36958,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
830,830,0,32216,1,1,0,36535,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
831,831,0,37568,1,1,0,28746,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
832,832,0,49434,1,1,0,27873,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
833,833,0,54235,1,1,0,42172,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
834,834,0,24343,1,1,0,12475,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
835,835,0,27636,1,1,0,4971,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
836,836,0,24926,1,1,0,4831,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
837,837,0,28583,1,1,0,8609,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
838,838,0,20384,1,1,0,8376,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
839,839,0,5649,1,1,0,0,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
840,840,0,10660,1,1,0,8744,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
841,841,0,6269,1,1,0,8272,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
842,842,0,6506,1,1,0,8272,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
843,843,0,0,0,1,0,8744,3,1,1,0,"_","Active","_","Stream Beat"
844,844,0,0,0,1,0,0,3,1,1,0,"_","Active","_","Stream Beat"
845,845,0,0,0,1,0,13137,3,1,1,0,"_","Active","_","Stream Beat"
846,846,0,0,0,1,0,22107,3,1,1,0,"_","Active","_","Stream Beat"
847,847,0,0,0,1,0,36620,3,1,1,0,"_","Active","_","Stream Beat"
848,848,0,0,0,1,0,36620,3,1,1,0,"_","Active","_","Stream Beat"
849,849,0,38437,1,1,0,22107,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
850,850,0,38364,1,1,0,13137,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
851,851,0,38151,1,1,0,27007,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
852,852,0,37227,1,1,0,40225,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
853,853,0,36942,1,1,0,35285,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
854,854,0,37142,1,1,0,38723,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
855,855,0,36985,1,1,0,24960,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
856,856,0,28848,1,1,0,12396,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
857,857,0,22616,1,1,0,22873,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
858,858,0,23771,1,1,0,13739,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
859,859,0,21650,1,1,0,19126,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
860,860,0,22196,1,1,0,19902,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
861,861,0,24600,1,1,0,20828,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
862,862,0,26214,1,1,0,22439,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
863,863,0,27265,1,1,0,27544,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
864,864,0,27819,1,1,0,20544,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
865,865,0,29356,1,1,0,27756,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
866,866,0,28453,1,1,0,28777,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
867,867,0,28318,1,1,0,24778,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
868,868,0,27531,1,1,0,24517,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
869,869,0,27257,1,1,0,30904,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
870,870,0,27432,1,1,0,26763,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
871,871,0,27410,1,1,0,29733,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
872,872,0,31681,1,1,0,30659,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
873,873,0,26541,1,1,0,29343,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
874,874,0,28670,1,1,0,29437,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
875,875,0,30164,1,1,0,32612,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
876,876,0,28798,1,1,0,34060,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
877,877,0,28365,1,1,0,31363,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
878,878,0,30025,1,1,0,47048,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
879,879,0,29031,1,1,0,46046,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
880,880,0,28682,1,1,0,44170,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
881,881,0,28042,1,1,0,39223,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
882,882,0,28516,1,1,0,48667,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
883,883,0,28723,1,1,0,50024,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
884,884,0,27289,1,1,0,39334,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
885,885,0,28145,1,1,0,22535,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
886,886,0,26121,1,1,0,23847,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
887,887,0,27046,1,1,0,24065,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
888,888,0,24820,1,1,0,21777,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
889,889,0,24031,1,1,0,26423,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
890,890,0,28847,1,1,0,41369,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
891,891,0,31464,1,1,0,36554,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
892,892,0,33200,1,1,0,31633,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
893,893,0,35781,1,1,0,30669,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
894,894,0,34818,1,1,0,31037,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
895,895,0,33406,1,1,0,32526,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
896,896,0,34308,1,1,0,38643,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
897,897,0,34082,1,1,0,27929,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
898,898,0,35374,1,1,0,29448,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
899,899,0,32768,1,1,0,30232,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
900,900,0,35362,1,1,0,34076,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
901,901,0,32905,1,1,0,35282,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
902,902,0,42024,1,1,0,31212,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
903,903,0,60269,1,1,0,17175,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
904,904,0,41213,1,1,0,5510,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
905,905,0,25918,1,0,0,15721,3,1,1,0,"_","Active","_","Stream Beat"
906,906,0,25918,1,0,0,9539,3,1,0,0,"_","_","_","_"
907,907,0,25918,1,0,0,9539,3,1,0,0,"_","_","_","_"
908,908,0,25918,1,0,0,9539,3,1,0,0,"_","_","_","_"
909,909,0,25918,1,0,0,9539,3,1,0,0,"_","_","_","_"
910,910,0,25918,1,0,0,9539,3,1,0,0,"_","_","_","_"
911,911,0,25918,1,1,0,9539,3,1,0,0,"Active","_","Stream Beat","_"
912,912,0,4678,1,1,0,9539,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
913,913,0,0,0,1,0,8827,3,1,1,0,"_","Active","_","Stream Beat"
914,914,0,0,0,1,0,9166,3,1,1,0,"_","Active","_","Stream Beat"
915,915,0,0,0,1,0,11720,3,1,1,0,"_","Active","_","Stream Beat"
916,916,0,0,0,1,0,9018,3,1,1,0,"_","Active","_","Stream Beat"
917,917,0,0,0,1,0,14746,3,1,1,0,"_","Active","_","Stream Beat"
918,918,0,0,0,1,0,14746,3,1,1,0,"_","Active","_","Stream Beat"
919,919,0,38581,1,1,0,9018,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
920,920,0,39866,1,1,0,11720,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
921,921,0,36790,1,1,0,16965,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
922,922,0,35434,1,1,0,21525,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
923,923,0,36965,1,1,0,23784,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
924,924,0,37355,1,1,0,23784,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
925,925,0,34816,1,1,0,21525,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
926,926,0,28280,1,1,0,16965,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
927,927,0,20228,1,1,0,23027,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
928,928,0,22941,1,1,0,35950,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
929,929,0,22139,1,1,0,39677,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
930,930,0,22365,1,1,0,38076,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
931,931,0,24267,1,1,0,23887,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
932,932,0,25086,1,1,0,11653,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
933,933,0,26641,1,1,0,14384,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
934,934,0,27574,1,1,0,24752,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
935,935,0,27647,1,1,0,19629,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
936,936,0,27701,1,1,0,26410,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
937,937,0,27649,1,1,0,30763,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
938,938,0,26994,1,1,0,28499,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
939,939,0,28499,1,1,0,31097,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
940,940,0,28353,1,1,0,28748,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
941,941,0,28702,1,1,0,22773,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
942,942,0,27723,1,1,0,27304,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
943,943,0,32406,1,1,0,26679,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
944,944,0,28293,1,1,0,23014,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
945,945,0,32654,1,1,0,27612,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
946,946,0,37016,1,1,0,22042,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
947,947,0,35023,1,1,0,33896,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
948,948,0,35226,1,1,0,22363,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
949,949,0,39466,1,1,0,27586,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
950,950,0,39195,1,1,0,28270,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
951,951,0,35508,1,1,0,33165,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
952,952,0,29139,1,1,0,35155,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
953,953,0,26788,1,1,0,50628,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
954,954,0,26386,1,1,0,39861,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
955,955,0,27818,1,1,0,43898,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
956,956,0,25893,1,1,0,38809,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
957,957,0,25537,1,1,0,48428,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
958,958,0,25760,1,1,0,49480,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
959,959,0,25376,1,1,0,46384,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
960,960,0,27942,1,1,0,59389,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
961,961,0,33727,1,1,0,45140,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
962,962,0,35282,1,1,0,26485,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
963,963,0,35344,1,1,0,16492,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
964,964,0,34219,1,1,0,18343,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
965,965,0,35341,1,1,0,25979,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
966,966,0,33057,1,1,0,37545,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
967,967,0,34941,1,1,0,27660,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
968,968,0,32477,1,1,0,41353,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
969,969,0,34419,1,1,0,21554,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
970,970,0,33176,1,1,0,12848,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
971,971,0,33417,1,1,0,28518,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
972,972,0,37611,1,1,0,31230,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
973,973,0,46161,1,1,0,37196,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
974,974,0,56529,1,1,0,33360,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
975,975,0,28341,1,1,0,32416,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
976,976,0,19785,1,1,0,28067,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
977,977,0,5957,1,1,0,31769,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
978,978,0,7760,1,1,0,23289,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
979,979,0,9549,1,1,0,1364,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
980,980,0,9516,1,1,0,0,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
981,981,0,7060,1,1,0,4531,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
982,982,0,4423,1,1,0,5567,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
983,983,0,0,0,1,0,599,3,1,1,0,"_","Active","_","Stream Beat"
984,984,0,0,0,1,0,4944,3,1,1,0,"_","Active","_","Stream Beat"
985,985,0,0,0,1,0,3243,3,1,1,0,"_","Active","_","Stream Beat"
986,986,0,0,0,1,0,12312,3,1,1,0,"_","Active","_","Stream Beat"
987,987,0,0,0,1,0,34776,3,1,1,0,"_","Active","_","Stream Beat"
988,988,0,0,0,1,0,34776,3,1,1,0,"_","Active","_","Stream Beat"
989,989,0,39023,1,1,0,12312,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
990,990,0,40191,1,1,0,3243,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
991,991,0,32362,1,1,0,17010,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
992,992,0,34764,1,1,0,17028,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
993,993,0,37776,1,1,0,26715,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
994,994,0,36474,1,1,0,26715,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
995,995,0,34367,1,1,0,17028,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
996,996,0,30103,1,1,0,17010,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
997,997,0,20059,1,1,0,21949,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
998,998,0,19538,1,1,0,34309,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
999,999,0,20880,1,1,0,29873,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1000,1000,0,21567,1,1,0,40359,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1001,1001,0,22661,1,1,0,31910,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1002,1002,0,25558,1,1,0,19790,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1003,1003,0,26557,1,1,0,19867,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1004,1004,0,26995,1,1,0,21413,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1005,1005,0,27095,1,1,0,19523,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1006,1006,0,25910,1,1,0,16723,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1007,1007,0,26575,1,1,0,26497,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1008,1008,0,27470,1,1,0,24950,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1009,1009,0,27877,1,1,0,30390,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1010,1010,0,27220,1,1,0,23772,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1011,1011,0,29418,1,1,0,25236,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1012,1012,0,29466,1,1,0,22666,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1013,1013,0,30071,1,1,0,22202,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1014,1014,0,32767,1,1,0,22550,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1015,1015,0,31486,1,1,0,17809,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1016,1016,0,34451,1,1,0,21006,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1017,1017,0,36073,1,1,0,31530,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1018,1018,0,37703,1,1,0,25925,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1019,1019,0,39499,1,1,0,27469,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1020,1020,0,45872,1,1,0,28584,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1021,1021,0,47436,1,1,0,31150,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1022,1022,0,45225,1,1,0,30312,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
1023,1023,0,30877,1,1,0,36248,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
